FECHA (YYMMDD);HORA (HHMM);;
352,5-7,50,9%
7,5-22,50,8%
22,5-37,50,8%
37,5-52,50,9%
52,5-67,51,2%
67,5-82,51,7%
82,5-97,53,0%
97,5-112,54,3%
112,5-127,54,7%
127,5-142,53,3%
142,5-157,52,3%
157,5-172,52,1%
172,5-187,52,9%
187,5-202,55,6%
202,5-217,514,8%
217,5-232,518,1%
232,5-247,513,8%
247,5-262,57,3%
262,5-277,53,9%
277,5-292,52,4%
292,5-307,51,7%
307,5-322,51,4%
322,5-337,51,2%
337,5-352,50,9%
