"DateYYMMDD","TimeHHMM","CO_CerroNavia","CO_ElBosque","CO_Independencia","CO_LasCondes","CO_OHiggins","CO_PuenteAlto","CO_Talagante","Hum_CerroNavia","Hum_ElBosque","Hum_Independencia","Hum_LasCondes","Hum_OHiggins","Hum_PuenteAlto","Hum_Talagante","SO2_ElBosque","SO2_PuenteAlto","SO2_Talagante","Temp_CerroNavia","Temp_ElBosque","Temp_Independencia","Temp_LasCondes","Temp_OHiggins","Temp_PuenteAlto","Temp_Talagante","WindSpeed_CerroNavia","WindSpeed_ElBosque","WindSpeed_Independencia","WindSpeed_LasCondes","WindSpeed_OHiggins","WindSpeed_PuenteAlto","WindSpeed_Talagante"
180911,300,0.15,0.38,0.2,0.28,0.57,0.61,0.23,73.4166,60.6667,63.5833,69.6666,74.6666,62.6667,87.5,1.02,3.49,1.31,9.97501,8.00833,11.4333,9.09167,10.1833,10.0083,9.05833,0.124784,0.625372,0.478518,2.09095,0.212406,0.394286,0.41588
180911,400,0.16,0.39,0.57,0.28,0.56,0.67,0.21,75.6666,64,65.1666,72.1666,77.3334,65.3334,88.1666,1,3.32,1.31,9.19167,7.525,10.9,8.01666,9.58333,10.025,8.58333,0.124784,0.870502,0.912575,1.23335,0.0391926,0.976439,0.628395
180911,500,0.32,0.6,0.79,0.3,0.51,0.8,0.29,75.75,64,65.1666,75.8334,77.75,64.8334,89.4166,1,3.4,1.31,9.19167,7.51667,11.075,7.51667,9.65001,9.58333,8.325,0.300336,0.55382,0.574841,1.60315,0.226722,0.764966,0.394979
180911,600,0.69,1.17,0.6,0.54,0.7,1.14,0.31,75.0834,65.75,63.25,70.25,73.8334,63.3333,87.5834,1.05,3.32,1.31,9.825,7.65833,11.45,8.80833,10.525,10.275,9.05,0.435782,0.43862,0.626187,2.24394,0.402229,0.603739,0.717036
180911,700,1.21,2.1,0.57,0.61,1.24,1.94,0.67,72.1666,65.75,61.4167,67.1666,69.9166,61.75,86.5,1.41,4.24,1.81,10.4333,8.63333,11.9417,9.59166,11.3,11.05,9.125,0.444466,0.243136,0.693705,0.892286,0.68469,0.291305,0.041587
180911,800,0.7,1.75,0.62,0.59,0.99,1.66,0.46,64.75,56.6667,56.0833,60.3333,62.75,56,84.4166,1.97,4.32,1.81,12.0917,11.1417,13.3917,11.6083,13.175,12.8583,10.6667,0.233145,0.454195,0.139321,0.309356,0.529058,0.584299,0.108818
180911,900,0.31,0.75,0.64,0.46,0.63,1,0.3,55,48.3333,47.5,49.8333,51.5833,48.25,73.25,1.05,4.15,1.31,14.375,13.0917,15.775,14.3333,15.3917,14.9917,13.3333,0.357731,0.640532,0.198428,0.388355,0.455804,0.786703,0.472711
180912,0,0.14,0.34,0.25,0.36,0.52,0.7,0.21,52.6667,52.0833,50.6667,68.5,55.5,55,80.1666,1,3.32,1.31,11.5417,9.05,11.7833,9.54167,10.7583,10.6083,9.675,0.683043,0.589206,0.887401,0.752715,0.188793,0.220538,0.0995398
180912,100,0.1,0.35,0.6,0.28,0.87,0.62,0.19,57.8333,55.9167,54.6667,74.4166,59.5833,59.25,81.1666,1,3.32,1.31,10.2667,8.39166,10.8917,8.29167,10.0667,9.72501,9.38333,0.19197,0.660644,0.573979,0.38626,0.059265,0.522111,0.49237
180912,1000,0.21,0.79,0.63,0.58,0.7,1.09,0.26,49.1667,42.3333,48.9167,52.9167,48.75,46.4167,56.5,1.72,4.32,1.64,14.0417,13.5917,13.8583,12.8667,14.7917,14.3917,15.4667,0.712053,0.799136,0.730772,2.15359,0.864602,0.630758,0.634029
180912,1100,0.16,0.7,0.36,0.7,0.64,1.04,0.21,43.9167,38.9167,43.5,48.6667,44.0833,43.0833,46.3333,1.25,4.32,1.31,15.6917,14.8833,15.5417,14.05,16.0333,15.425,18.25,0.518186,0.937801,0.590994,2.45173,0.314336,0.46701,0.763885
180912,1200,0.17,0.7,0.59,0.51,0.65,0.98,0.21,41.8333,38.0833,40.25,42.0833,41.9167,41.25,40.75,1.02,4.24,1.31,16.2083,15.1417,16.5167,15.2167,16.8667,15.9167,19.9333,0.583002,1.26825,0.4123,2.81865,0.502946,1.2448,0.993668
180912,1300,0.16,0.68,0.35,0.48,0.54,0.85,0.21,39.3333,37.1667,39.8333,40.8333,40.3333,40.25,43.5833,1.25,4.07,1.31,17.15,15.7583,16.8,15.6,17.1833,16.2583,20.75,1.18029,0.931213,1.14803,2.7365,0.943244,1.18616,1.43028
180912,1400,0.19,0.63,0.35,0.55,0.53,0.69,0.21,41.0833,39.3333,38,42.9167,40.25,39.0833,41.4167,1.03,4.24,1.31,17.6917,16.425,17.3,15.2,17.9,17.0833,21.1667,1.18029,1.2562,1.16412,2.51271,1.0024,1.04505,1.4255
180912,1500,0.18,0.58,0.35,0.52,0.42,0.49,0.19,41.3333,38.6667,39.0833,43.1667,42.1667,39.0833,40,1.02,4.32,1.31,18.4083,17.625,17.8,15.0833,18.3917,18.275,21.825,1.18029,1.96196,0.787705,1.75319,0.696675,0.970624,1.47315
180912,1600,0.1,0.48,0.35,0.51,0.32,0.47,0.17,34.0833,36.25,39.25,41.1667,40.25,40.8333,39.75,1,4.15,1.28,19.5167,17.7834,18.7167,15.85,19.3667,18.4333,21.875,2.02141,2.39112,0.833808,1.14691,1.14115,1.59083,1.29811
180912,1700,0.1,0.5,0.35,0.4,0.35,0.44,0.18,33.8333,36.25,38.6667,39.0833,39.1667,40.5833,47.25,1,4.15,1.23,19.0333,16.9583,18.325,16.3333,18.975,17.8583,19.05,1.97093,2.15503,0.7679,1.41437,1.25534,2.24423,1.21493
180912,1800,0.2,0.7,0.39,0.38,0.45,0.49,0.2,43.4167,47.5,41.8333,49.3333,45.1667,48.5833,57.75,1.03,3.9,1.26,17.0917,14.5083,17,14.425,17.2167,16.125,16.15,1.08108,1.65329,0.890333,0.557145,0.982754,1.65909,0.767614
180912,1900,0.47,0.67,0.34,0.56,0.51,0.64,0.18,55.0833,56.6667,50.25,64.3334,56.3333,57.5,64.5,1.02,3.82,1.28,14.8833,12.4917,15.7667,11.2917,15.2417,14.1583,14.1917,0.877293,1.21039,0.782855,0.759002,0.565492,0.587025,0.706186
180912,200,0.12,0.43,0.72,0.28,0.79,0.52,0.2,62.9167,60,56.4167,76.4166,61.5,60.6667,83.3334,1.02,3.32,1.31,9.34167,7.41666,10.4333,7.88333,9.94167,9.60834,8.24167,0.19197,0.351224,0.547852,1.21278,0.254133,0.954591,0.0839447
180912,2000,0.39,0.85,0.43,0.78,0.46,0.78,0.19,60.8333,62.9167,56.5833,68.6666,61.9167,63.5,68.5834,1,3.9,1.26,13.7917,10.9083,14.675,10.175,14.0917,12.7167,12.9917,0.877293,0.398934,1.19047,0.938277,0.877398,0.112305,0.318762
180912,2100,0.39,0.94,0.69,0.67,0.5,1.05,0.21,65.5834,65.5,61.6667,70.0834,66.6666,65.75,74.5834,1,3.9,1.26,12.5417,9.99167,13.275,9.52499,12.8167,11.425,11.5583,0.572779,0.736226,0.296845,1.72451,0.283426,0.475629,0.12578
180912,2200,0.62,0.56,0.69,0.66,0.52,1.19,0.17,71,60.4167,65,69,73.5,69.75,81.0834,1,3.82,1.21,11.05,9.47501,12.5917,9.60001,11.15,10.45,10.2333,0.354845,0.87395,0.444951,1.72289,0.192044,0.461782,0.110646
180912,2300,0.51,0.65,0.16,0.56,0.5,1.25,0.19,74.3334,65.6666,62.5,74.25,68.3334,71.1666,85.6666,1,3.57,1.18,10.15,7.90833,12.0833,8.375,11.1333,10.1583,9.50833,0.354845,0.484023,0.518459,0.946949,0.436688,0.903843,0.0651594
180912,300,0.2,0.55,0.72,0.28,0.59,0.51,0.19,68.1666,65,58.8333,76,65.3334,62.6667,86.5,1,3.32,1.31,8.24167,6.45834,10.125,7.725,9.40834,8.95833,7.725,0.345883,0.483477,0.433377,1.18274,0.305328,0.531371,0.271138
180912,400,0.33,0.47,0.72,0.28,0.55,0.57,0.29,71.25,66.5,61.4167,76.3334,69.1666,67.8334,86.25,1,3.32,1.31,8.075,6.14167,9.63333,7.53333,9.05,7.93333,7.59167,0.224082,0.501123,0.0842375,1.57933,0.117502,0.306776,0.742253
180912,500,0.45,0.66,0.6,0.28,0.53,0.74,0.32,71.4166,67.5,61.0833,79.0834,72,67.6666,86.0834,1,3.32,1.39,8.16667,6.05,10.125,7.16666,8.86667,8.27499,7.43333,0.250435,0.418074,0.307349,0.764058,0.140869,0.578207,0.419016
180912,600,0.82,0.97,0.9,0.38,0.85,1.24,0.36,70.5834,67.6666,61.1667,80.5834,71.6666,67.5,88.1666,1.03,3.65,1.39,8.39166,5.975,9.95833,7.075,9.125,8.35834,6.925,0.218159,0.597001,0.608846,0.614608,0.120719,0.414283,0.422288
180912,700,1.19,1.28,1.24,0.66,1.21,1.82,0.99,71.0834,66.1666,63.3333,77.5,67.8334,67.4166,84.5834,1.24,4.15,2.81,8.825,6.53333,9.80833,7.81667,9.96666,8.77501,8.02501,0.313607,0.63681,0.759459,0.997595,0.668256,0.226198,0.247063
180912,800,0.63,0.95,0.48,0.41,1.31,1.85,0.59,63.8333,58.3333,59.3333,63.4167,61.25,60.25,80.5,1.24,4.32,2.48,10.7,9.31667,10.9417,10.0333,11.3083,10.5833,9.60001,0.233145,0.397005,0.571164,1.93709,0.804405,0.0321229,0.0633485
180912,900,0.44,0.93,0.88,0.49,0.75,1.12,0.36,54.25,48.6667,52.4167,56.9167,53.1667,51.4167,68.9166,1.19,4.32,1.89,12.8,11.775,12.7917,11.7833,13.3583,12.9333,12.2667,0.353527,0.704392,0.783594,1.42532,0.920623,0.840028,0.238539
180913,0,0.22,0.53,0.48,0.49,0.43,1.1,0.24,75.6666,66.9166,63.0833,77.3334,68.3334,73.0834,87.8334,1,3.32,1.28,9.22501,7.45834,10.9583,7.89167,9.95833,9.15834,8.70833,0.430856,0.970547,0.0296702,0.795088,0.370992,0.252053,0.259374
180913,100,0.17,0.4,0.79,0.48,0.54,0.94,0.23,77,68.4166,68.6666,80.25,74.25,74.8334,88.9166,1,3.32,1.31,8.48334,7.05,10.0417,7.31667,8.58333,8.23334,8.29167,0.254163,0.83507,0.324649,2.00952,0.333004,0.245104,0.525771
180913,1000,0.3,0.69,0.63,0.76,1.03,0.79,0.26,51.25,43.8333,48.8333,48.4167,49.0833,48.3333,57.0833,1,3.57,1.98,15.55,15.0833,16.1083,14.425,16.6167,15.475,16.3417,0.518186,0.528763,0.631678,2.67386,0.231909,1.12909,0.886002
180913,1100,0.25,0.6,0.39,0.52,0.72,0.64,0.21,44.8333,39.8333,41.6667,43.25,43.25,44.25,53,1,3.74,1.31,17.8,16.9917,18.1333,15.9667,18.1417,16.8083,18.35,1.66494,1.25443,0.847149,3.46515,0.925767,1.17737,1.01728
180913,1200,0.11,0.56,0.35,0.57,0.5,0.65,0.21,39.5,38.5833,36.8333,38.4167,40,41,50.9167,1,4.32,1.31,19.1333,18.0583,19.4833,17.625,19.2,18.425,19.9417,1.77727,1.68223,1.13187,2.81948,1.35167,1.40759,1.32343
180913,1300,0.1,0.48,0.24,0.7,0.42,0.53,0.19,37.5833,35.0833,33.8333,37.5833,37.9167,39.75,48.25,1,4.32,1.31,20.1333,19.1833,20.6333,18.9417,20.1167,19.0917,21.025,2.19959,2.18856,1.64311,3.425,2.06913,2.29712,1.77503
180913,1400,0.1,0.38,0.42,0.51,0.32,0.43,0.16,40.6667,35.0833,36.25,35.3333,39.5,43,47.5,1,4.32,1.31,20.05,18.9833,20.2917,19.425,20.3333,18.825,21.0917,3.18895,3.1924,2.29355,4.03864,2.88054,3.28242,2.15276
180913,1500,0.1,0.4,0.42,0.31,0.32,0.34,0.15,43.25,35.25,37.9167,37.5,41.1667,40.9167,50.4167,1,4.07,1.31,20.05,18.8667,19.95,18.9667,20.1083,18.7417,19.9667,3.088,3.01264,2.33469,4.03166,2.83094,3.33506,2.25707
180913,1600,0.1,0.34,0.42,0.28,0.37,0.31,0.12,46.4167,37.25,41,40.25,44.25,41.75,50.1667,1.11,4.07,1.31,19.3083,18.0083,19.5083,18.4083,19.6833,18.3667,18.775,2.85734,2.89265,2.1666,3.49438,2.70926,3.13498,1.90957
180913,1700,0.13,0.37,0.24,0.28,0.38,0.31,0.11,50.5,45.4167,47,43.25,49.8333,46.6667,58.25,1,3.57,1.31,17.8,16.3167,18.1583,17.5917,18.55,16.9417,15.2333,2.55952,2.39112,1.71002,2.50893,1.96837,2.99548,1.81578
180913,1800,0.15,0.45,0.27,0.37,0.41,0.32,0.11,57.5833,54.3333,54.0833,49.3333,57.4167,56.3333,68.4166,1,3.4,1.28,15.25,13.625,16.1333,15.5917,16.0417,14.8083,12.475,1.80417,1.37732,1.63312,1.31783,1.77813,1.99084,1.7737
180913,1900,0.2,0.48,0.37,0.4,0.41,0.42,0.11,64.3334,60.8333,61,61,63.5833,64.25,76.6666,1,4.07,1.26,13.0167,11.6167,13.85,12.9833,13.9667,12.975,10.55,1.59152,0.594696,1.22633,0.424124,1.70323,0.776818,1.22079
180913,200,0.12,0.4,0.9,0.4,0.6,0.83,0.15,79.3334,71.1666,70.25,81.3334,76.8334,77.25,90.3334,1.02,3.32,1.31,7.575,6.04166,9.25833,6.69167,8.05833,7.84167,7.7,0.254163,0.479129,0.300406,1.7722,0.124917,0.755535,0.377168
180913,2000,0.2,0.55,0.18,0.57,0.41,0.49,0.14,69.25,64,65.5834,71.5,68.75,67.5834,82.6666,1,3.32,1.31,11.5,10.525,12.375,10.8667,12.225,11.8083,9.25,1.59902,0.61267,1.18373,0.249058,1.41354,1.32216,0.925867
180913,2100,0.16,0.42,0.29,0.76,0.42,0.52,0.11,74.0834,68.6666,69.6666,77.4166,74,73.5,87.0834,1,3.32,1.31,10.2583,9.25833,11.2917,9.425,11.025,10.2833,8.325,1.16699,0.471512,0.992375,0.276362,1.17298,0.530158,0.538895
180913,2200,0.16,0.51,0.51,0.66,0.51,0.54,0.11,77.5,73.1666,73.3334,81.5,77.5834,77,90.0834,1,3.32,1.31,9.46667,8.28334,10.425,8.27499,10.1667,9.52499,7.75833,1.11964,0.175446,0.611653,0.463878,0.796078,0.679224,0.211837
180913,2300,0.15,0.51,0.51,0.59,0.51,0.59,0.11,80.75,77.6666,76.1666,84.5834,80.5834,80.75,94,1,3.32,1.31,8.60834,7.125,9.78334,7.475,9.50833,8.52499,7.04166,0.926997,0.230606,0.666467,0.567274,0.654279,0.00644637,0.080773
180913,300,0.15,0.54,0.9,0.38,0.61,0.75,0.12,81.25,76,77.4166,82,80.5834,77.5834,92.9166,1,3.32,1.31,6.94167,4.96667,8.35001,6.36667,7.425,7.69167,6.60833,0.112703,0.222918,0.389113,1.78906,0.0673797,1.01284,0.109629
180913,400,0.21,0.79,0.98,0.38,0.62,0.7,0.23,82.6666,80.0834,77.3334,80.5,85.3334,74.5,95.0834,1,3.32,1.39,6.3,4.19167,8.01666,6.35834,6.84167,7.6,6.2,0.0981001,0.573261,0.290128,1.60761,0.189506,1.17909,0.528156
180913,500,0.59,0.98,0.98,0.38,0.7,0.79,0.26,85,82.3334,78.5,85,87.9166,75.5,94.25,1,3.32,1.56,5.725,3.95833,7.6,5.10833,6.54166,6.96667,6.025,0.0942574,0.578815,0.280584,1.37861,0.261196,0.677014,0.207715
180913,600,1.51,1.96,1.24,0.6,1.01,1.24,0.26,86,83.0834,78.5,86.4166,88.3334,80.8334,96.8334,1.11,3.32,1.31,5.53333,3.70833,7.98334,4.825,6.50833,6.425,5.94167,0.0981001,0.421987,0.110031,1.74745,0.236516,0.97753,0.967614
180913,700,2.11,3.23,1.46,1,1.58,1.46,0.35,83.4166,78.0834,76.5,77.75,85.6666,74.0834,91.1666,2.43,3.32,1.56,7.14167,5.9,8.61667,7.04166,7.95834,8.20833,7.51667,0.085835,0.466015,0.419958,3.25974,0.152265,0.983304,1.00752
180913,800,0.7,1.42,0.62,0.55,1.89,1.23,0.36,70.5834,61.4167,67,57.4167,65.75,61.3333,80.9166,1.42,3.32,1.39,10.725,10.8417,11.3833,11.375,12.4,11.8917,10.3167,0.444466,0.18602,0.598197,1.56115,0.237704,0.104985,1.0201
180913,900,0.42,0.84,0.88,0.63,1.41,1.03,0.24,58.5,52,56.4167,53.4167,56.8333,53.4167,67.75,1.05,4.15,1.64,13.4417,12.825,13.9,12.825,14.0917,13.65,13.3667,0.353527,0.395137,0.148921,3.55547,0.526921,0.708647,0.423271
180914,0,0.11,0.4,0.28,0.6,0.51,0.67,0.11,83.9166,81.9166,79.0834,86.3334,84.6666,81.5,96.1666,1,3.32,1.21,7.84167,6.08334,9.10001,6.83334,8.52499,8.21667,6.54166,0.700415,0.473374,0.849942,1.19647,0.739958,0.065529,0.117308
180914,100,0.1,0.37,0.73,0.5,0.52,0.66,0.31,87.75,84.5834,82.75,84.0834,88.4166,84.6666,98.4166,1,3.32,1.24,7.01667,5.43333,8.30833,7.00833,7.73333,7.425,6.19167,0.507217,0.266067,0.528766,2.17391,0.579247,0.0153149,0.0886501
180914,1000,0.17,0.65,0.46,1.22,0.75,1.44,0.12,78.9166,69.5,67.5,60.9167,79.75,66.4166,89.4166,1,4.07,1.08,9.86667,9.97501,12.3583,12.8417,10.55,12.2417,9.66667,1.72434,1.70746,1.28085,3.14752,1.9702,1.75428,1.09054
180914,1100,0.15,0.55,0.41,0.89,0.61,0.95,0.13,74.25,63.4167,65.9166,53.4167,76.5834,71.75,81.8334,1,3.49,1.18,11.0917,11.825,12.65,14.7,11.4667,11.8,11.3917,1.72875,1.41794,2.13327,3.18193,2.12669,2.89342,1.26535
180914,1200,0.17,0.51,0.41,0.76,0.55,0.7,0.12,67.0834,59.0833,62.6667,52.5,72,72.0834,81.1666,1.03,3.4,1.18,13.0917,12.85,13.8833,15.7417,12.7,11.85,11.575,2.68004,1.73256,1.90119,3.72237,2.40033,2.98063,1.39014
180914,1300,0.15,0.42,0.41,0.65,0.51,0.57,0.15,61.75,56.1667,56.5,51.6667,65,69.5,79.6666,1,3.4,1.16,14.6167,13.675,15.6167,16.4083,14.5917,12.6833,12.15,2.96685,1.93409,1.65204,3.83691,2.13363,2.86606,1.64297
180914,1400,0.15,0.44,0.41,0.54,0.51,0.46,0.21,60.0833,53.6667,53.8333,49.4167,61.1667,63.8333,78.4166,1,3.49,1.1,15.125,14.6,16.4083,17.0333,15.5667,14.2667,12.6167,3.50152,2.16061,2.07566,3.71414,2.29361,2.98092,2.1233
180914,1500,0.15,0.46,0.41,0.47,0.42,0.41,0.21,61.5833,53.5,55.4167,50.0833,62.5,61.0833,78.0834,1,3.49,1.18,14.7333,14.7667,16.025,17.05,15.3833,15.05,12.8083,3.50152,1.82322,2.30975,3.61673,2.66008,3.05157,2.01376
180914,1600,0.15,0.47,0.41,0.39,0.42,0.4,0.19,65.1666,55.1667,58.6667,53.75,64.5834,64.9166,78.8334,1,3.4,1.18,13.8583,14.3333,15.3417,16.35,15.0083,14.2583,12.0833,2.96685,1.67139,1.88927,3.13658,2.29389,2.90403,2.06614
180914,1700,0.37,0.53,0.38,0.38,0.41,0.35,0.21,70.8334,62.5833,63.6667,59,70.5,70.5,82.0834,1,3.4,1.23,12.3167,12.1167,13.975,14.775,13.2167,12.725,11.325,2.68004,1.75202,1.55039,2.57938,2.41656,2.82874,1.43739
180914,1800,0.37,0.56,0.46,0.4,0.42,0.41,0.19,79.75,73.9166,74.6666,66.4166,80.8334,80.8334,84.25,1,3.32,1.21,10.2167,9.16667,11.1917,12.8167,10.7667,10,10.8417,2.25628,1.25723,1.37736,1.49486,1.8151,1.99028,0.819351
180914,1900,0.33,0.63,0.5,0.48,0.46,0.47,0.21,84.9166,81,81.4166,75.1666,86.3334,86.75,85.5,1,3.32,1.23,9.14166,7.75,9.85834,10.6917,9.55833,8.73334,10.6083,1.88277,0.663182,1.018,1.28032,1.52293,0.9404,0.604162
180914,200,0.1,0.42,0.74,0.4,0.47,0.74,0.45,90.6666,86.9166,85.5834,83.1666,91.4166,84.3334,97.1666,1,3.32,1.24,6.49167,4.7,7.66666,6.65,7.11667,7.49167,6.375,0.145585,0.321882,0.260372,1.9125,0.438632,0.964985,0.233588
180914,2000,0.27,0.66,0.51,0.55,0.51,0.59,0.21,88.3334,84.8334,84.3334,81.25,89.4166,89.1666,87.0834,1,3.32,1.23,8.54167,6.93333,9.21667,9.35834,8.925,8.23334,10.2667,1.49966,0.822724,1.08539,1.05806,1.15339,0.965657,0.903182
180914,2100,0.25,0.47,0.32,0.58,0.51,0.69,0.2,90.3334,89.4166,87.8334,85.3334,92.5,93.5834,88,1,3.32,1.21,8.46667,6.26667,8.64999,8.61667,8.65834,7.5,10.025,1.61679,0.580018,0.889848,0.954638,1.1115,1.12391,0.730127
180914,2200,0.15,0.42,0.32,0.67,0.51,0.62,0.15,90,89.75,89.8334,87.3334,92.0834,97.8334,88.9167,1,3.32,1.28,8.675,6.84167,8.53334,8.14999,9.06667,7.275,9.76666,1.56154,1.18872,1.13003,1.78537,0.969301,1.85719,0.938795
180914,2300,0.15,0.37,0.32,0.58,0.41,0.6,0.13,90.9167,91.1666,90.1666,90.6666,93.3334,99.6666,90.1666,1,3.32,1.31,8.59167,6.71667,8.63333,7.575,8.90833,7.25,9.5,1.48176,1.07421,0.689299,1.50892,1.00184,1.62843,0.939573
180914,300,0.1,0.44,0.73,0.36,0.5,0.81,0.23,91.9166,87.25,86.4166,83.1666,92.9166,85.0834,96.75,1,3.32,1.23,6.18333,4.3,7.33334,6.23334,6.65833,6.775,7.09167,0.445459,0.227899,0.558893,1.45653,0.302427,0.193493,0.225457
180914,400,0.1,0.7,0.45,0.28,0.5,0.88,0.15,95.3334,88,87.5,87.5,94.25,86.3334,96.0834,1,3.32,1.28,5.20834,3.81667,6.91666,4.81667,6.35,6.025,7.775,0.190893,0.159281,0.260673,0.522643,0.474049,0.144276,0.0181449
180914,500,0.11,0.88,0.74,0.36,0.68,1.01,0.16,98.75,87.8334,89.75,85.6666,95.5834,86.25,95.25,1,3.32,1.26,5.20834,3.58333,6.60834,5.26667,5.63333,6.125,7.65,0.441852,0.283572,0.339331,2.94422,0.456293,0.7401,0.484326
180914,600,0.25,0.98,0.73,0.41,0.9,1.46,0.11,99,90,88.9166,84.5834,98.3334,85.0834,96.3334,1.03,3.4,1.26,5.26667,3.39167,6.40833,4.825,5.45,5.84167,7.7,0.441852,0.608027,0.620337,1.03076,0.697995,0.126016,0.181593
180914,700,0.42,0.74,0.75,0.8,0.96,2.19,0.14,99,94.9166,88.9166,81.5,100,83.8334,96,1,4.32,1.21,5.39167,3.06667,6.525,6.36667,5.73333,7.15833,7.80833,0.0981715,0.43445,0.576024,2.5952,0.647494,0.297424,0.265504
180914,800,0.44,1.07,0.73,0.71,1.2,2.03,0.11,99,84.9166,83.8334,66.5834,97.9167,74.6666,95.5,1,4.32,1.08,6.04166,6.375,8.35834,10.6,6.975,10.25,7.95834,0.361058,0.656599,0.772025,1.83037,0.828629,0.182902,0.7739
180914,900,0.38,0.84,0.4,1.08,0.94,1.78,0.15,90.8333,74.4166,75.6666,64.6666,86,69.3334,93.8334,1,4.32,1.23,7.975,8.91667,10.575,11.7833,9.34167,11.275,8.55,1.11156,1.36136,0.619386,3.31354,1.38214,1.27928,1.01087
180915,0,0.15,0.36,0.3,0.58,0.47,0.53,0.11,93,92.4166,91.5834,92.3334,93.1666,100,91.9166,1,3.32,1.31,8.39166,6.6,8.47501,7.40833,9.06667,7.325,9.29167,0.975138,0.574742,0.695558,0.72473,0.670298,0.678569,0.906684
180915,100,0.12,0.3,0.21,0.57,0.41,0.45,0.16,95.1666,91.6666,91.75,93.5834,94.8334,100,93,1,3.32,1.31,8.26666,6.76666,8.55,7.375,8.83333,7.23333,9.13333,0.975138,0.526403,0.579955,0.723742,1.19912,0.191096,0.552588
180915,1000,0.14,0.42,0.32,0.41,0.59,0.51,0.19,84.9166,84.5,87.1666,92.5834,86.8334,92.6666,90.5834,1,3.32,1.16,9.72501,7.95834,9.5,7.79166,10.0917,8.34166,10.0583,1.41976,1.56839,0.477472,1.36301,0.905211,1.0622,0.634701
180915,1100,0.11,0.37,0.32,0.48,0.51,0.51,0.18,84.8334,86.1666,85.0834,92.4166,87.75,90.0834,89.1666,1,3.32,1.13,9.5,7.55,9.72501,7.925,9.91667,8.66667,10.4,1.1828,1.90812,0.82651,1.73586,1.6078,1.16126,0.818062
180915,1200,0.13,0.37,0.32,0.48,0.42,0.51,0.21,83,83.5,84.5,90.0834,85.3334,96,87.4166,1,3.32,1.13,9.59167,7.66667,9.375,8.2,9.83333,7.84167,10.8083,1.65289,2.06093,1.37417,2.63502,1.94775,2.88908,0.868842
180915,1300,0.12,0.33,0.32,0.41,0.41,0.69,0.21,85.3334,82.4166,86.1666,92.5834,88.4166,96.5834,85.8334,1,3.32,1.21,9.21667,7.7,9.02499,7.6,9.39999,7.675,10.9917,1.73969,2.02645,1.45069,3.01757,1.80394,2.82484,0.942053
180915,1400,0.13,0.36,0.32,0.32,0.41,0.81,0.15,87.0834,84.6666,91.0834,96.75,92.25,94.5,84.25,1,3.32,1.31,8.90833,7.525,8.64166,7.06667,9.10834,7.94167,11.0833,1.67264,2.01589,1.25609,2.87687,1.90648,2.63565,1.07796
180915,1500,0.1,0.37,0.32,0.28,0.41,0.81,0.13,88.25,88,90.8334,97.1667,89.8334,95.8334,81.8334,1,3.32,1.21,8.69167,7.29166,8.54167,6.93333,9.21666,7.95834,11.4167,1.82136,1.14013,1.15514,2.27989,1.59064,1.71798,1.16467
180915,1600,0.1,0.43,0.32,0.28,0.42,0.81,0.12,84.8334,85.4166,89.25,97.0833,87.5834,93.25,78.3334,1,3.32,1.26,9.09167,7.60834,8.8,6.98334,9.56667,8,11.725,1.82136,1.22779,1.00755,1.7374,1.41037,1.80678,0.659647
180915,1700,0.1,0.29,0.32,0.28,0.41,0.81,0.15,83.25,81.0834,88,97.9166,86.5834,91.75,77.4166,1,3.32,1.31,9.13333,7.55,8.78334,6.875,9.52501,7.85834,11.4583,1.85979,1.35449,1.01847,2.07822,1.32638,1.95467,0.468744
180915,1800,0.12,0.34,0.4,0.28,0.42,0.81,0.19,82.1666,82.1666,85.6666,98,85.0834,89.1666,80,1,3.32,1.26,9.10001,7.40833,8.85001,6.85834,9.50833,8,10.9917,1.1828,1.0094,0.89932,1.79723,1.18599,1.64944,0.406187
180915,1900,0.15,0.44,0.5,0.28,0.51,0.72,0.21,79.9166,81.4166,82.5,98.3333,83.8334,88.25,82.5,1,3.32,1.21,9.2,7.50833,9.00833,6.6,9.59167,7.925,10.675,1.00059,0.666979,0.797744,1.98699,0.681471,1.53783,0.38474
180915,200,0.1,0.27,0.2,0.54,0.41,0.41,0.15,95.75,91.9166,93.75,93.0834,96.1666,100,94.6666,1,3.21,1.14,8.15834,6.8,8.29167,7.44167,8.64168,7.21667,8.89999,1.17999,0.790112,1.02827,0.874938,1.17909,0.831904,0.688391
180915,2000,0.25,0.43,0.5,0.29,0.43,0.51,0.2,80.6667,80.0834,79.8334,96.3334,81.6666,89.4166,84.6666,1,3.32,1.23,9.18333,7.41666,9.19167,6.63333,9.65001,7.86667,10.5,1.00059,0.844842,0.711863,1.59311,0.853053,0.825075,0.095381
180915,2100,0.24,0.53,0.5,0.35,0.41,0.53,0.41,82,81.1666,80.5834,97.1666,82.5834,88.1666,85,1,3.32,1.31,9.08334,7.31667,9.03334,6.675,9.59167,7.9,10.425,1.00059,0.29573,0.546371,0.936982,0.577906,0.682227,0.144714
180915,2200,0.13,0.46,0.5,0.35,0.48,0.59,0.49,81.75,82,80.4166,97.0834,84.4166,88,85.6667,1,3.32,1.31,9.01666,7.025,8.95833,6.60833,9.18333,7.95834,10.075,0.358108,0.161598,0.237996,0.23887,0.166369,0.107779,0.18129
