FECHA (YYMMDD);HORA (HHMM);;
352,5-7,50,5%
7,5-22,50,8%
22,5-37,51,8%
37,5-52,55,0%
52,5-67,513,1%
67,5-82,515,2%
82,5-97,55,4%
97,5-112,51,8%
112,5-127,51,1%
127,5-142,50,9%
142,5-157,50,9%
157,5-172,51,2%
172,5-187,51,9%
187,5-202,53,4%
202,5-217,55,6%
217,5-232,510,2%
232,5-247,514,5%
247,5-262,59,4%
262,5-277,53,6%
277,5-292,51,5%
292,5-307,50,8%
307,5-322,50,5%
322,5-337,50,4%
337,5-352,50,4%
