FECHA (YYMMDD);HORA (HHMM);;
352,5-7,54,8%
7,5-22,55,0%
22,5-37,53,2%
37,5-52,52,0%
52,5-67,51,3%
67,5-82,51,2%
82,5-97,51,2%
97,5-112,51,6%
112,5-127,52,5%
127,5-142,53,8%
142,5-157,54,2%
157,5-172,55,1%
172,5-187,57,3%
187,5-202,510,5%
202,5-217,512,7%
217,5-232,58,3%
232,5-247,54,4%
247,5-262,53,7%
262,5-277,53,4%
277,5-292,52,9%
292,5-307,52,5%
307,5-322,52,3%
322,5-337,52,6%
337,5-352,53,5%
