FECHA (YYMMDD);HORA (HHMM);;
352,5-7,51,7%
7,5-22,51,4%
22,5-37,51,3%
37,5-52,51,2%
52,5-67,51,2%
67,5-82,51,3%
82,5-97,51,8%
97,5-112,53,4%
112,5-127,56,9%
127,5-142,510,0%
142,5-157,56,8%
157,5-172,53,4%
172,5-187,53,7%
187,5-202,54,8%
202,5-217,56,4%
217,5-232,58,6%
232,5-247,58,0%
247,5-262,56,9%
262,5-277,54,6%
277,5-292,54,1%
292,5-307,54,0%
307,5-322,53,6%
322,5-337,53,0%
337,5-352,52,1%
