FECHA (YYMMDD);HORA (HHMM);;
352,5-7,52,3%
7,5-22,51,6%
22,5-37,51,4%
37,5-52,51,4%
52,5-67,51,3%
67,5-82,51,2%
82,5-97,51,3%
97,5-112,51,6%
112,5-127,52,0%
127,5-142,52,7%
142,5-157,53,5%
157,5-172,55,5%
172,5-187,59,0%
187,5-202,515,8%
202,5-217,520,4%
217,5-232,59,4%
232,5-247,53,4%
247,5-262,51,7%
262,5-277,51,5%
277,5-292,51,6%
292,5-307,51,8%
307,5-322,52,3%
322,5-337,53,5%
337,5-352,53,6%
